PRIMARY_STREET,CROSS_STREET,CITY_COUNTY,STATIONID,AGENCY,LOCATION_SOURCE,NOTES,TDOT_ID,STATUS,PREVIOUS_STATION,PRIMARY_ST_ALPHABETICAL,Longitude,Latitude,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022
Parkside Dr,West of Lovell Rd,Knox,093C031,Knoxville,TPO,,,INACTIVE,,Parkside Dr,-84.14093238,35.90061042,11972,,5917,,19736,,29468,,32989,,34483,,,,,,,,,,,,,
S Gallaher View Rd,N of Kingston Pk,Knox,093C033,Knoxville,TPO,,,INACTIVE,,Gallaher View Rd (S),-84.05900698,35.92144735,11292,,13865,,11443,,11327,,11348,,11120,,,,,,,,,,,,,
Kingston Pk,E of N Winston Rd,Knox,093C043,Knoxville,TPO,,,INACTIVE,,Kingston Pk,-84.04406672,35.92616164,29849,,28759,,28120,,26103,,24843,,23457,,,,,,,,,,,,,
West Town Way,E of Monvue Rd,Knox,093C048,Knoxville,TPO,,,INACTIVE,,West Town Way,-84.03987253,35.92891822,6818,,6931,,5552,,6147,,21061,,20299,,,,,,,,,,,,,
West Hills WB EX,N of Kingston Pk,Knox,093C047,Knoxville,TPO,,,INACTIVE,,West Hills WB EX,-84.03918898,35.92932533,8946,,8098,,6824,,8524,,,,,,,,,,,,,,,,,
I-75N Exit,S of Emory Rd,Knox,093C426,Knoxville,TPO,,,INACTIVE,,I-75N Exit,-83.99965001,36.04851254,,9291,,10147,,10010,,,12335,9893,,,,,,,,,,,,,,
I-75S Exit,N of Emory Rd,Knox,093C427,Knoxville,TPO,,,INACTIVE,,I-75S Exit,-84.00159241,36.04911782,,2069,,1827,,2017,,,2297,2307,,,,,,,,,,,,,,
I-75N Exit,S of Callahan Rd,Knox,093C430,Knoxville,TPO,,,INACTIVE,,I-75N Exit,-83.99491554,36.02443885,,6642,,7962,,9748,,,10264,9846,,,,,,,,,,,,,,
Mt Tablor Rd,E of Old Glory Rd,Blount,5000241,TDOT,TDOT,,9000241,ACTIVE,,Mt Tablor Rd,-84.02718161,35.76819944,,,,,,,,,,,,,,,,,,1684,1948,1964,1805,1955,1874,1909
Mt Lebanon Rd,N of Wildwood Rd,Blount,5000242,TDOT,TDOT,,9000242,ACTIVE,,Mt Lebanon Rd,-83.91671666,35.79574707,,,,,,,,,,,,,,,,,,274,277,309,297,577,263,287
Alcoa Rd,E of Springbrook Rd,Blount,5000243,TDOT,TDOT,,9000243,ACTIVE,,Alcoa Rd,-83.9795195,35.7990565,,,,,,,,,,,,,,,,,,554,603,717,760,593,716,608
Springbrook Rd,S of E Hunt Rd,Blount,5000244,TDOT,TDOT,,9000244,ACTIVE,,Springbrook Rd,-83.98313651,35.8000015,,,,,,,,,,,,,,,,,,575,581,825,837,479,684,553
Farris Rd,S of Montvale Rd,Blount,5000245,TDOT,TDOT,,9000245,ACTIVE,,Farris Rd,-83.96112394,35.72299405,,,,,,,,,,,,,,,,,,1616,1761,380,1601,1712,1666,1756
Watkins Rd,N of US 321,Blount,5000246,TDOT,TDOT,,9000246,ACTIVE,,Watkins Rd,-83.99225854,35.7527824,,,,,,,,,,,,,,,,,,1811,1829,1916,1957,1769,1860,1960
S Northshore Dr,N of Lyons View Pk,Knox,093C073,Knoxville,TPO,,,INACTIVE,,Northshore Dr (S),-83.99651692,35.92391522,16472,,16370,,17064,,15785,,16951,,18350,,,,,,,,,,,,,
Badgett Rd,W of Wrights Ferry Rd,Knox,093M263,TPO,TPO,,,ACTIVE,,Badgett Rd,-84.01292489,35.88906093,332,,373,,410,,420,,424,,378,,,,,,,470,,,,480,,570
Wallace Rd,S of Nubbin Ridge Rd,Knox,093M266,TPO,TPO,,,REPLACED,,Wallace Rd,-84.03757197,35.89873815,1608,,1620,,1660,,2022,,1590,,1930,,2050,,2180,,2230,,,,,,,
Amherst Rd,S of Bradley Rd,Knox,093C539,Knoxville,TPO,,,INACTIVE,,Amherst Rd,-84.05515665,35.97401913,,,,,,3351,,,,4089,,,,,,,,,,,,,,
3716,LENOIR CITY,Loudon,53000104,TDOT,TDOT,,105000104,ACTIVE,,,-84.25602197,35.79043282,1144,1557,1200,1498,1255,1329,1488,1188,1337,1298,1034,979,,1172,1215,837,845,963,972,1410,3153,3003,2074,1917
SR444,JELLICO PK - S OF LENOIR CITY,Loudon,53000105,TDOT,TDOT,,105000105,ACTIVE,,,-84.25019897,35.78345981,6002,6517,6521,7372,6952,7684,8658,8618,8894,7759,8047,7827,,8166,8586,8844,8932,9021,9458,10131,9979,9302,10009,11834
SR072,NEAR ROANE CO LINE,Loudon,53000106,TDOT,TDOT,,105000106,ACTIVE,,,-84.40833001,35.7364958,3780,4030,4178,4132,4256,4433,4156,5167,4149,4092,4100,4213,,4210,4426,3860,4151,4121,3850,4459,4636,4815,4192,5094
N Peters Rd,W of Town and Country Cir,Knox,093M390,TPO,TPO,Added 2016,,ACTIVE,,Peters Rd,-84.08471077,35.91629204,,,,,,,,,,,,,,,,,,18070,,,15010,,,14730
Guinn Rd,W of Pellissippi Pkwy,Knox,093M280,TPO,TPO,,,ACTIVE,,Guinn Rd,-84.18699296,35.98032486,1094,,1000,,1070,,981,,910,,910,,800,,870,,820,,770,,760,,830,
Duncan Rd,S of Northshore Dr,Knox,093M261,TPO,TPO,,,ACTIVE,,Duncan Rd,-83.9987529,35.91345285,976,,1340,,1340,,1620,,1653,,1544,,,,,,,1770,,,2300,,,2730
Pellissippi Pkwy (I-140),North of State Route 33,Blount,5000220,TDOT,TPO,,9000220,ACTIVE,,Pellissippi Pkwy (I-140),-83.94383465,35.80901066,,,,,,,,8915,9182,10020,10614,10951,11102,10856,10326,11155,11166,13078,13498,12580,14240,10882,13367,14905
SR116,NEAR SCOTT  CO LINE,Anderson,1000005,TDOT,TDOT,,1000005,ACTIVE,,,-84.41682103,36.12610588,214,271,273,351,294,404,347,357,406,342,352,359,340,472,476,255,309,315,181,268,395,201,226,234
SR116,S OF LAKE CITY & N OF CLINTON,Anderson,1000007,TDOT,TDOT,,1000007,ACTIVE,,,-84.18137697,36.1910729,1960,2101,2127,2197,2058,2132,1921,2067,1835,1900,1845,1919,1894,1794,1732,1767,1747,1841,1709,1765,1916,1125,1677,1540
SR116,SW LAKE CITY,Anderson,1000008,TDOT,TDOT,,1000008,ACTIVE,,,-84.16214296,36.21814491,4006,4340,4253,3987,4131,4124,3867,4076,3648,3578,3449,3568,3593,3502,3318,3238,3291,3421,3260,3240,3519,2332,3083,2683
SR071,S OF I-75 NEAR CAMPBELL CO LINE,Anderson,1000010,TDOT,TDOT,,1000010,ACTIVE,,,-84.15592196,36.22859091,1988,2132,1943,2097,2211,1912,2568,2241,2267,1756,1772,1880,2064,1928,1852,2202,1851,2174,1926,1936,2348,1537,2204,1600
SR035,E. OF CHESTNUT HILL,Jefferson,45000070,TDOT,TDOT,,89000070,ACTIVE,,,-83.3371417,35.93153088,4347,4977,4398,4870,5866,5296,5670,5158,6098,5720,5132,5654,5688,4979,5247,6015,5507,6040,6170,6858,7460,6704,7853,7096
1292,E. CHESTNUT HILL,Jefferson,45000071,TDOT,TDOT,,89000071,ACTIVE,,,-83.3348977,35.92837988,679,680,700,626,585,672,540,528,587,561,521,468,486,521,469,483,518,507,547,537,522,481,552,533
SR092,CHESTNUT HILL,Jefferson,45000072,TDOT,TDOT,,89000072,ACTIVE,,,-83.34675771,35.92942588,1226,1186,1248,1100,1299,1327,1512,1676,1639,1458,1280,1438,1277,1288,1165,1214,1632,1545,1412,1525,1470,1266,1648,1638
SR131,NEAR UNION CO LINE,Grainger,29000062,TDOT,TDOT,,57000062,ACTIVE,,,-83.68668682,36.24125293,1154,1535,1442,1325,1338,1483,1512,1404,1523,1452,1500,1454,1407,1305,1434,1290,1419,1520,1603,1423,1521,1457,1340,1323
SR032,NEAR THORN HILL,Grainger,29000063,TDOT,TPO,,57000063,ACTIVE,,,-83.4249069,36.34698459,8631,9160,8434,8667,8934,9202,9413,8465,8609,7663,6855,8377,7961,7539,7570,7833,8123,8899,10360,9635,10048,9111,11714,9303
BIG CK RD - NE GRASSY FORK,,Cocke,15000047,TDOT,TDOT,,29000047,INACTIVE,,,-83.07474462,35.82371386,211,242,213,248,239,259,221,235,194,279,264,250,195,199,245,186,194,201,174,,,,,
NW OF I-81,,Hamblen,32000065,TDOT,TPO,,63000065,ACTIVE,,,-83.22910226,36.17227216,8023,10091,9812,7473,7674,8808,8530,8827,7971,7711,7623,8752,7153,6771,7846,7688,8425,8509,8849,10179,9299,10399,9306,10566
FIFTEENTH - W OF SR-107,,Cocke,15000074,TDOT,TDOT,,29000074,INACTIVE,,,-83.03998162,35.90504188,254,262,269,277,285,178,130,176,228,166,188,181,184,169,164,165,164,160,162,,,,,
W. MORRISTOWN,,Hamblen,32000074,TDOT,TDOT,,63000074,ACTIVE,,,-83.2613217,36.16623693,1388,1339,1402,1327,1290,1473,1187,1176,1211,1153,1092,1146,1166,1265,1168,1038,1044,1159,1097,1042,1170,1137,1165,1066
E. OF  MORRISTOWN,,Hamblen,32000075,TDOT,TDOT,,63000075,ACTIVE,,,-83.18519667,36.20251294,1551,1650,1615,1541,1525,1770,1495,1683,1580,1474,1382,1656,1405,1823,1483,1625,1557,1572,1624,1759,1815,1594,1770,2022
S OF COSBY,,Cocke,15000057,TDOT,TDOT,,29000057,INACTIVE,,,-83.24152467,35.78955785,5932,5642,5755,5637,6061,5918,6007,5943,6193,5887,6477,6397,5772,5021,5213,4801,5429,5066,5031,,,,,
SR009,S OF LAKE CITY,Anderson,1000011,TDOT,TDOT,,1000011,ACTIVE,,,-84.15270796,36.21498991,10061,10194,10025,9971,10965,10270,11416,10587,10655,8867,7146,8238,8263,8346,8348,8797,8381,8564,7940,8956,8840,6498,7897,8012
SR029,CENTRAL HARRIMAN,Roane,73000057,TDOT,TDOT,,145000057,ACTIVE,,,-84.54740217,35.93736515,14443,13432,14192,13782,12329,13866,12750,12400,12001,11525,11740,12865,12943,12776,11983,12234,12284,12352,13823,12082,13256,12669,11077,11091
SR095,OAK RIDGE,Roane,73000058,TDOT,TDOT,,145000058,ACTIVE,,,-84.35844701,35.94373384,6142,6216,5983,6423,6334,6505,6997,7045,6472,6666,5810,6867,6388,6618,5451,5326,5496,5043,5066,5830,6234,7453,6052,6382
SR095,OAK RIDGE,Roane,73000059,TDOT,TDOT,,145000059,ACTIVE,,,-84.36225501,35.95837385,9433,9649,9452,9989,12543,12919,12549,12357,11527,11873,10350,9681,10258,9229,9394,9440,10081,10890,10428,11486,11593,13635,10798,10766
SR058,OAK RIDGE,Roane,73000060,TDOT,TPO,,145000060,ACTIVE,,,-84.36668302,35.94081258,12054,11686,11740,12508,12708,13972,13782,13810,12237,12604,11289,11592,11437,10563,10373,10793,11016,11531,11806,12641,12560,14944,11148,13109
3733,BUS TERMINAL RD.-OAK RIDGE,Anderson,1000192,TDOT,TDOT,,1000192,ACTIVE,,,-84.23752698,36.01968086,,,,2640,3252,3350,3373,3071,3576,3232,3613,3400,3506,3135,3107,3499,3113,4016,3574,3456,3420,3782,2672,2546
4488,BETHEL VALLEY RD,Anderson,1000193,TDOT,TDOT,,1000193,ACTIVE,,,-84.22056597,35.98468186,,,,8070,9289,9568,9458,9283,9081,9219,9591,9668,9036,9501,9815,10109,9958,7579,7547,6777,7608,12001,8211,10649
S Northshore Dr,W of Morrell Rd,Knox,093C051,Knoxville,TPO,,,INACTIVE,,Northshore Dr (S),-84.02280589,35.90188359,20223,,17416,,,,17323,,16237,,14753,,,,,,,,,,,,,
Wrights Ferry Rd,S of Northshore Dr,Knox,093C052,Knoxville,TPO,,,INACTIVE,,Wrights Ferry Rd,-84.02103965,35.90217654,2733,,2886,,2662,,2688,,2710,,2505,,,,,,,,,,,,,
S Northshore Dr,E of Morrell Rd,Knox,093C053,Knoxville,TPO,,,INACTIVE,,Northshore Dr (S),-84.02057064,35.90370726,14021,,15843,,14414,,15906,,14796,,13769,,,,,,,,,,,,,
Weisgarber Rd,N of Papermill Dr,Knox,093C501,Knoxville,TPO,,,INACTIVE,,Weisgarber Rd,-84.00944715,35.93844249,,20165,,,,17865,,,20912,33926,,,,,,,,,,,,,,
Papermill Dr,W of I-40W Ex,Knox,093C500,Knoxville,TPO,,,INACTIVE,,Papermill Dr,-84.00143983,35.94195906,,26693,,27116,,26396,,,16395,19854,,,,,,,,,,,,,,
I-40W Exit,E of Papermill Dr,Knox,093C499,Knoxville,TPO,,,INACTIVE,,I-40W Exit,-84.00029033,35.94354826,,12623,,14996,,15809,,,,10370,,,,,,,,,,,,,,
Kirby Rd,W of Holman Rd,Knox,093C498,Knoxville,TPO,,,INACTIVE,,Kirby Rd,-83.99945168,35.94578998,,4165,,3899,,3596,,,3071,3195,,,,,,,,,,,,,,
Lonas Dr,W of Coleman Rd,Knox,093C495,Knoxville,TPO,,,INACTIVE,,Lonas Dr,-83.99523177,35.95087169,,4948,,4028,,4128,,,4340,3484,,,,,,,,,,,,,,
Coleman Rd,S of Lonas Dr,Knox,093C494,Knoxville,TPO,,,REPLACED,,Coleman Rd,-83.99321307,35.95065916,,4218,,2500,,2514,,,1613,2198,,,,,,,,,,,,,,
Papermill Dr,E of Coleman Rd,Knox,093C493,Knoxville,TPO,,,INACTIVE,,Papermill Dr,-83.98993966,35.94960277,,10301,,9833,,8710,,,7953,,,,,,,,,,,,,,,
Lonas Dr,W of Hollywood Rd,Knox,093C492,Knoxville,TPO,,,INACTIVE,,Lonas Dr,-83.98493678,35.9560306,,4088,,4181,,3989,,,3646,3297,,,,,,,,,,,,,,
E. MORRISTOWN,,Hamblen,32000030,TDOT,TPO,,63000030,ACTIVE,,,-83.2705395,36.1931287,18604,16449,19653,16524,15684,15204,17370,15479,15791,16755,15398,16588,15449,14204,14705,15226,15378,17179,17516,22746,19792,19812,19039,20148
NEWPORT,,Cocke,15000066,TDOT,TDOT,,29000066,INACTIVE,,,-83.19223066,35.96724489,14493,13347,13107,13489,11985,12379,11829,12087,11799,11455,11346,9830,11032,10445,9833,11262,10763,11224,11277,,,,,
N. OF I-81,,Hamblen,32000066,TDOT,TPO,,63000066,ACTIVE,,,-83.2785516,36.14178917,18799,21136,19848,20177,21946,22200,21738,20670,21144,19954,18476,19746,20569,18125,17886,18400,20554,22485,23164,23911,22899,22922,24990,24843
NEWPORT,,Cocke,15000067,TDOT,TDOT,,29000067,INACTIVE,,,-83.18093266,35.96629289,9802,9950,10945,10553,8785,10351,9570,9394,9680,9066,8622,9660,9115,8795,8399,7843,8443,8864,8886,,,,,
E. MORRISTOWN,,Hamblen,32000068,TDOT,TDOT,,63000068,ACTIVE,,,-83.27269842,36.18526119,17520,18308,16277,16667,17466,16654,17357,16707,17063,15841,16316,15188,16104,14589,14298,14749,15070,14580,14966,18792,17943,16732,15557,15000
SMITH ST - NEWPORT,,Cocke,15000082,TDOT,TDOT,,29000082,INACTIVE,,,-83.18664166,35.97555889,4944,5427,6322,4992,4306,4435,4418,5203,5377,5133,5136,5253,5033,5464,4717,4646,4650,5104,5070,,,,,
E. MORRISTOWN,,Hamblen,32000069,TDOT,TPO,,63000069,ACTIVE,,,-83.2650746,36.20786879,26475,27289,24345,27784,22042,22703,29611,27158,27664,27422,24423,24984,25845,26620,20964,21428,22685,22911,27163,23445,27541,23467,32269,40950
E. MORRISTOWN,,Hamblen,32000109,TDOT,TDOT,,63000109,ACTIVE,,,-83.29813671,36.21394094,3967,4176,4592,4377,3444,3988,4110,4046,3743,3646,3843,3638,3194,3032,2966,3013,3045,3227,3152,3068,2913,2434,2605,2699
COMMERCE BLVD - MORRISTOWN,,Hamblen,32000130,TDOT,TDOT,,63000130,ACTIVE,,,-83.40128974,36.16499892,,2655,2743,2725,2544,2579,2710,2741,3053,2831,2814,3033,2687,2475,2796,2865,3002,3003,3106,3429,3071,3065,2543,3016
MORRISTOWN BETWN SR-343& SR-32,,Hamblen,32000149,TDOT,TDOT,,63000149,ACTIVE,,,-83.2649387,36.22231294,,,,6260,6882,7065,6587,6415,6295,6384,6917,6458,6387,6030,6015,6507,6458,6522,5876,6118,5984,5902,5615,5817
E. MORRISTOWN,,Hamblen,32000095,TDOT,TDOT,,63000095,ACTIVE,,,-83.2832157,36.21155394,3178,4158,3336,3235,2840,2925,2902,2632,2811,2725,2701,2654,2775,2885,2019,2028,2061,2081,2112,2199,1925,1683,1930,1982
BEAR AVE - NEWPORT,,Cocke,15000111,TDOT,TDOT,,29000111,INACTIVE,,,-83.18258766,35.96666189,4110,4246,3979,3233,2898,3165,3034,3133,3465,3396,3416,3190,3327,3390,3076,2970,3219,3046,2927,,,,,
E. MORRISTOWN,,Hamblen,32000111,TDOT,TDOT,,63000111,ACTIVE,,,-83.29414471,36.21287494,4899,5656,5968,6522,4191,4317,6980,6873,4302,4052,3811,3925,4167,3932,4067,3741,3913,3952,3597,3609,3545,4149,3427,3067
E Broadway SR 33,W of Everett Ave,Maryville,5000105,TDOT,TDOT,,9000105,ACTIVE,,Broadway Ave (E) (SR 33),-83.96580788,35.76091682,8481,9990,10124,11929,12120,12484,10521,7456,9895,9101,8966,8778,9012,8955,9045,10248,9647,9894,10400,9608,9277,9154,9240,10073
Sevierville Rd,W of High St,Blount,5000175,TDOT,TDOT,,9000175,ACTIVE,,Sevierville Rd,-83.96386488,35.75923082,4550,3733,4047,4171,3831,4190,3736,3515,3620,3180,3243,2817,2982,3242,3291,4172,3272,3326,3278,3261,3251,2788,2984,2517
High St,W of Crawford St,Blount,5000177,TDOT,TDOT,,9000177,ACTIVE,,High St,-83.96622388,35.75611782,2846,1112,2478,3297,2759,3100,2982,2482,2772,2754,2823,2640,2597,2543,2423,2537,2461,2491,2777,2528,2693,2267,2236,2460
Washington St SR 73,N of Lamar Alexander Pkwy SR 73 US 321,Blount,5000176,TDOT,TDOT,,9000176,ACTIVE,,Washington St SR 73,-83.96345988,35.75612382,26319,20406,20231,18254,18763,20680,21022,19719,22600,19430,20021,20180,19303,20839,21802,22456,24152,21542,22717,23428,21137,20042,20333,23225
E Lamar Alexander Pkwy SR 73,E of Court St,Maryville,5000153,TDOT,TPO,,9000153,ACTIVE,,Lamar Alexander Pkwy (E) SR 73,-83.96637255,35.75481542,20547,21532,21396,20777,21228,21490,23385,23760,24003,21647,21593,20920,19548,21054,20809,21235,20793,21222,26596,22163,24700,19951,21447,20172
2345,"S. OF LOUDON, NEAR BIG PINEY",Loudon,53000084,TDOT,TDOT,,105000084,ACTIVE,,,-84.34604899,35.69534479,929,833,895,920,947,959,971,789,717,662,820,888,,727,678,707,663,640,626,564,663,859,702,639
2349,N. OF PHILADELPHIA,Loudon,53000085,TDOT,TDOT,,105000085,ACTIVE,,,-84.41531101,35.69645679,292,292,346,304,371,382,393,399,459,469,461,498,,491,451,469,460,419,404,399,528,484,521,498
SR322,NEAR MONROE CO LINE,Loudon,53000086,TDOT,TDOT,,105000086,ACTIVE,,,-84.52199504,35.63756877,1565,1599,1628,1719,1538,1688,1511,1486,1460,1405,1516,1552,,1508,1653,1503,1406,1442,1389,1738,1727,1479,1603,1635
SR072,S.E. OF LOUDON,Loudon,53000087,TDOT,TDOT,,105000087,ACTIVE,,,-84.30118498,35.69005079,4523,4557,4714,4364,5076,5086,5238,5514,5133,4829,5002,5314,,5082,5168,5585,5398,5303,5020,6167,6521,4967,5344,6251
SR001,SOUTHWEST ROCKWOOD,Roane,73000048,TDOT,TDOT,,145000048,ACTIVE,,,-84.71162911,35.85141381,2987,2936,2578,2939,2512,2732,2850,2580,2601,2479,2480,2630,2210,2414,2730,2974,2434,2190,2212,2526,3370,2697,2953,2545
SR029,SOUTHWEST ROCKWOOD,Roane,73000049,TDOT,TDOT,,145000049,ACTIVE,,,-84.7047231,35.84244581,6136,6832,6133,6349,5719,6344,6739,6089,6264,6064,5310,6547,5963,5310,5506,5024,5221,5273,5330,5494,5399,5561,6089,5934
1255,SOUTHWEST OF ROCKWOOD,Roane,73000050,TDOT,TDOT,,145000050,ACTIVE,,,-84.6926751,35.83890581,2352,2260,2240,2312,2287,2185,1922,2141,2197,2003,2324,2282,2276,2283,1933,1999,1967,1986,2003,1739,2042,1890,1466,1361
1253,SOUTH OF ROCKWOOD,Roane,73000051,TDOT,TDOT,,145000051,ACTIVE,,,-84.6995551,35.8161348,753,556,783,635,607,625,533,531,621,586,662,711,843,724,528,665,650,656,564,540,513,532,583,568
SR033,NEAR KNOX CO LINE,Union,87000030,TDOT,TDOT,,173000030,ACTIVE,,,-83.87988288,36.20032691,11135,11818,11713,12520,10868,12187,10908,12124,12563,12289,11932,11627,11624,11915,11332,11506,11454,11969,13208,12904,12800,11206,12770,13281
SR144,S.W. OF MAYNARDVILLE,Union,87000032,TDOT,TDOT,,173000032,ACTIVE,,,-83.83799487,36.22537392,3321,3587,3145,3556,3191,3619,3707,3529,3864,3634,3710,3722,3626,3933,3324,3160,3062,3244,3570,3839,3558,3361,3217,3763
2464,NEAR KNOX CO LINE,Union,87000033,TDOT,TDOT,,173000033,ACTIVE,,,-83.83612787,36.19016291,509,512,491,541,500,566,448,547,558,536,421,447,409,454,430,416,385,402,461,485,516,525,508,469
SR370,NEAR KNOX CO LINE,Union,87000034,TDOT,TDOT,,173000034,ACTIVE,,,-83.81329486,36.19355391,920,1090,2509,1172,1042,1441,1199,1250,1353,1225,1188,1229,1190,1118,1186,1028,1093,1080,1363,1032,1089,1185,925,1157
SR033,S.W. OF MAYNARDVILLE,Union,87000035,TDOT,TDOT,,173000035,ACTIVE,,,-83.81279486,36.24346093,11507,13771,14957,13497,12172,10565,13480,13112,12237,13216,12779,14254,13453,11190,5606,5774,11526,12223,10520,11698,14078,12687,13122,13758
SR033,NEAR MAYNARDVILLE,Union,87000036,TDOT,TDOT,,173000036,ACTIVE,,,-83.78149185,36.26011193,9342,10195,9406,10531,11166,11132,10900,10525,9737,10029,9953,10252,10562,9534,8592,9285,8958,9960,11099,11046,11640,10901,10378,11820
SR144,WEST OF MAYNARDVILLE,Union,87000037,TDOT,TDOT,,173000037,ACTIVE,,,-83.87008188,36.24340192,1930,1678,1949,1721,1624,1961,2108,1863,2005,2053,1995,2111,2124,2044,2010,1929,1674,1753,2004,1758,2092,1899,1800,1933
1095,NEAR ANDERSON CO LINE,Union,87000038,TDOT,TDOT,,173000038,ACTIVE,,,-83.92130089,36.19643891,1002,959,1020,1035,1051,1213,1036,1131,1005,1005,1001,932,1045,990,1037,917,866,991,926,897,889,904,755,988
2421,N.W. OF MAYNARDVILLE,Union,87000039,TDOT,TDOT,,173000039,ACTIVE,,,-83.79794386,36.27732593,186,220,151,203,164,248,211,192,225,241,187,203,261,234,194,180,155,152,265,268,230,299,197,205
2452,NEAR ANDERSON CO LINE,Union,87000040,TDOT,TDOT,,173000040,ACTIVE,,,-83.93007089,36.20552791,314,293,321,328,334,341,227,245,262,271,244,291,282,236,218,197,232,272,274,227,248,244,253,264
SR061,NEAR LUTTRELL,Union,87000041,TDOT,TDOT,,173000041,ACTIVE,,,-83.74270584,36.21590492,1865,1940,2154,1957,2029,2184,2032,2112,2166,1991,2059,2260,2198,2235,1810,1801,1737,1754,2047,1956,2071,2017,2134,1958
S OF BYBEE,,Cocke,15000007,TDOT,TDOT,,29000007,INACTIVE,,,-83.16689766,36.0284739,1695,1940,2138,2101,1878,2112,1902,1824,1842,1828,1883,1793,1631,2094,2004,2050,1965,2037,1890,,,,,
SR061,E. OF I-75,Anderson,1000195,TDOT,TPO,,1000195,ACTIVE,,,-84.07615464,36.17022423,,,,,,,,,,,,,,,,,,,20665,20871,22512,16913,16998,22825
SR061,W. OF I-75,Anderson,1000196,TDOT,TPO,,1000196,ACTIVE,,,-84.08550258,36.16423989,,,,,,,,,,,,,,,,,,,30342,26266,30723,18388,27933,26684
SR 61,W of Grainger County line,Knox,47000453,TDOT,TDOT,,93000453,ACTIVE,,SR 61,-83.73314683,36.16084891,,,,,,,1489,1537,1682,1934,1948,2141,1894,2150,1906,2004,2190,2429,2791,2849,2688,3000,3160,3230
I-40,E of I-275,Knox,47000456,TDOT,TPO,,93000456,ACTIVE,,I-40,-83.92421192,35.97034871,,,,,,,,,100942,100611,114840,110566,119005,119584,137337,107546,136067,137591,145208,126779,135469,104800,115780,124560
Pellissippi Pkwy,S of Hardin Valley Rd,Knox,47000458,TDOT,TPO,,93000458,ACTIVE,,Pellissippi Pkwy,-84.15233713,35.9417119,,,,,,,,,,48546,50002,,57326,57611,56484,59114,57143,59264,59594,67112,70346,56264,59077,58427
Pellissippi Pkwy,S of Lovell Rd,Knox,47000459,TDOT,TPO,,93000459,ACTIVE,,Pellissippi Pkwy,-84.14113373,35.931791,,,,,,,,,,49850,51346,,54422,59776,59528,62946,62724,67001,71701,70753,74442,75930,79727,62700
SR095,N OF I-40 NEAR ROANE CO LINE,Loudon,53000001,TDOT,TDOT,,105000001,ACTIVE,,,-84.32454699,35.88694683,8465,8329,9065,8272,8145,8389,7171,7386,6415,6851,7570,8676,,6742,5633,6777,6921,7450,7609,7489,7375,5599,6025,5886
Bessemer St,E of Calderwood St,Alcoa,5000166,TDOT,TDOT,,9000166,ACTIVE,,Bessemer St,-83.97996389,35.77025782,11249,12326,11409,11473,11427,12173,11983,12432,12443,12953,13027,13331,11372,11832,12547,12564,13584,12384,12902,12844,13251,12761,13468,13798
Calderwood St,S of Bessemer St,Blount,5000167,TDOT,TDOT,,9000167,ACTIVE,,Calderwood St,-83.98081889,35.76661082,16377,18560,17606,18282,17884,20100,18516,18908,19475,22471,17970,17895,18949,19491,20707,21923,25169,24222,21456,19120,19796,18647,20046,19333
Lincoln St,E of Calderwood St,Alcoa,5000162,TDOT,TDOT,,9000162,ACTIVE,,Lincoln St,-83.97515388,35.76570482,1071,1277,1235,1251,1312,1328,1339,1292,1327,1143,1056,1080,1054,980,1029,1004,1070,1106,1126,951,1003,947,927,865
Aluminum Ave,N of Badgett St,Blount,5000161,TDOT,TDOT,,9000161,ACTIVE,,Aluminum Ave,-83.96981588,35.76568882,1790,1599,1730,2729,2108,2169,2234,1739,1660,1443,1472,1583,1588,1592,1821,1753,1611,1704,1488,1564,1355,1319,1589,1726
S Hall Rd Sr 35,N of Harper Ave,Blount,5000098,TDOT,TDOT,,9000098,ACTIVE,,Hall Rd (S) (SR 35),-83.96797188,35.76139082,28010,28940,27645,28958,28345,24514,25153,23657,24549,22977,24793,22512,22363,23729,22858,24864,26105,23864,25488,27742,25139,23135,24060,26844
Harper Ave,W of N Cumberland St,Blount,5000106,TDOT,TDOT,,9000106,ACTIVE,,Harper Ave,-83.96252188,35.76597082,3844,4013,3505,4171,4139,4263,2146,2210,2481,2555,3383,3728,3667,3961,4389,3706,3814,4324,4036,3753,3894,4011,3843,4051
Campbell Station Rd,N of Snyder Rd,Knox,093M082,TPO,TPO,,,ACTIVE,,Campbell Station Rd,-84.17711495,35.90252084,4616,4570,4610,4940,4560,4920,4430,4800,,5210,6220,5920,5570,6100,6690,7050,,7280,7640,,7720,7450,8660,8770
Harper St,W of Parhan Ave,Maryville,5000103,TDOT,TDOT,,9000103,ACTIVE,,Harper St,-83.96913988,35.75911382,8517,7780,7870,9214,2303,2372,2443,2516,3544,3961,4470,4214,3972,4411,4374,4358,4352,4435,4671,4138,4272,3641,3959,4173
E Broadway SR 33,W of Norwood St,Blount,5000102,TDOT,TDOT,,9000102,ACTIVE,,Broadway Ave (E) (SR 33),-83.96856588,35.75886682,6421,7780,7542,7125,10922,11250,10322,10631,9456,8632,8393,8311,8644,8451,8349,8946,8832,9822,9530,9413,7662,7995,8747,11825
